CARLOS BEZERRA,PMDB,MT,Titular,4,815,3215-5815,3215-2815,11,04,dep.carlosbezerra@camara.gov.br,"Industrial, Advogado e Professor",CARLOS GOMES BEZERRA
CARLOS BRANDÃO,PSDB,MA,Titular,4,529,3215-5529,3215-2529,06,02,dep.carlosbrandao@camara.gov.br,"Funcionário Público, Empresário",CARLOS ORLEANS BRANDÃO JUNIOR
CARLOS EDUARDO CADOCA,PSC,PE,Titular,4,415,3215-5415,3215-2415,04,23,dep.carloseduardocadoca@camara.gov.br,Advogado,CARLOS EDUARDO CINTRA DA COSTA PEREIRA
CARLOS MAGNO,PP,RO,Titular,4,213,3215-5213,3215-2213,06,16,dep.carlosmagno@camara.gov.br,Técnico Em Agropecuária,CARLOS MAGNO RAMOS
CARLOS SAMPAIO,PSDB,SP,Titular,4,207,3215-5207,3215-2207,03,31,dep.carlossampaio@camara.gov.br,Promotor de Justiça.,CARLOS HENRIQUE FOCESI SAMPAIO
CARLOS SOUZA,PP,AM,Titular,4,319,3215-5319,3215-2319,08,17,dep.carlossouza@camara.gov.br,"Biólogo, Professor, Radialista",CARLOS ALBERTO CAVALCANTE DE SOUZA
CARLOS ZARATTINI,PT,SP,Titular,4,808,32155808,3215-2808,06,08,dep.carloszarattini@camara.gov.br,Economista,CARLOS ALBERTO ROLIM ZARATTINI
CELIA ROCHA,PTB,AL,Titular,4,301,3215-5301,3215-2301,10,29,dep.celiarocha@camara.gov.br,Médico,CÉLIA MARIA BARBOSA ROCHA
CELSO MALDANER,PMDB,SC,Titular,4,311,3215-5311,3215-2311,08,30,dep.celsomaldaner@camara.gov.br,"Economista, Empresário",CELSO MALDANER
CESAR COLNAGO,PSDB,ES,Titular,4,602,3215-5602,3215-2602,07,22,dep.cesarcolnago@camara.gov.br,Médico,CÉSAR ROBERTO COLNAGHI
CÉSAR HALUM,PPS,TO,Titular,3,282,3215-5282,3215-2282,03,10,dep.cesarhalum@camara.gov.br,Médico Veterinário,CESAR HANNA HALUM
CHICO ALENCAR,PSOL,RJ,Titular,4,848,3215-5848,3215-2848,10,19,dep.chicoalencar@camara.gov.br,Professor de Ensino Superior,FRANCISCO RODRIGUES DE ALENCAR FILHO
CHICO DANGELO,PT,RJ,Titular,4,232,3215-5232,3215-2232,,,,,FRANCISCO JOSE DANGELO PINTO
CHICO DAS VERDURAS,PRP,RR,Titular,3,671,3215-5671,3215-2671,05,18,dep.chicodasverduras@camara.gov.br,"Carpinteiro, Empresário, Motorista",FRANCISCO VIEIRA SAMPAIO
CHICO LOPES,PCdoB,CE,Titular,4,310,3215-5310,3215-2310,08,13,dep.chicolopes@camara.gov.br,Professor e Auditor-fiscal,FRANCISCO LOPES DA SILVA
CIDA BORGHETTI,PP,PR,Titular,4,412,3215-5412,3215-2412,02,18,dep.cidaborghetti@camara.gov.br,Empresária,MARIA APARECIDA BORGHETTI
CLAUDIO CAJADO,DEM,BA,Titular,4,630,3215-5630,3215-2630,12,01,dep.claudiocajado@camara.gov.br,Advogado,CLÁUDIO CAJADO SAMPAIO
CLÁUDIO PUTY,PT,PA,Titular,3,480,3215-5480,3215-2480,08,02,dep.claudioputy@camara.gov.br,"Economista, Eletricitário, Professor Universitário",CLAUDIO ALBERTO CASTELO BRANCO PUTY
CLEBER VERDE,PRB,MA,Titular,4,710,3215-5710,3215-2710,05,10,dep.cleberverde@camara.gov.br,"Vendedor Autônomo, Professor, Servidor Público, Político e Bacharel Em Direito",CLEBER VERDE CORDEIRO MENDES
CRISTIANO,PTdoB,RJ,Titular,3,286,3215-5286,3215-2286,03,23,dep.cristiano@camara.gov.br,Técnico Em Contabilidade,CRISTIANO JOSÉ RODRIGUES DE SOUZA
DALVA FIGUEIREDO,PT,AP,Titular,4,704,32155704,3215-2704,04,25,dep.dalvafigueiredo@camara.gov.br,Servidora Pública Federal,MARIA DALVA DE SOUZA FIGUEIREDO
DAMIÃO FELICIANO,PDT,PB,Titular,4,938,3215-5938,3215-2938,04,28,dep.damiaofeliciano@camara.gov.br,"Médico, Empresário e Radialista",DAMIÃO FELICIANO DA SILVA
DANIEL ALMEIDA,PCdoB,BA,Titular,4,317,3215-5317,3215-2317,01,21,dep.danielalmeida@camara.gov.br,Industriário,DANIEL GOMES DE ALMEIDA
DANILO CABRAL,PSB,PE,Titular,4,423,3215-5423,3215-2423,04,21,dep.danilocabral@camara.gov.br,Advogado,DANILO JORGE DE BARROS CABRAL
DANILO FORTE,PMDB,CE,Titular,3,384,3215-5384,3215-2384,09,01,dep.daniloforte@camara.gov.br,Advogado,FRANCISCO DANILO BASTOS FORTE
DANRLEI DE DEUS HINTERHOLZ,PTB,RS,Titular,3,566,3215-5566,3215-2566,04,18,dep.danrleidedeushinterholz@camara.gov.br,Atleta Profissional de Futebol,DANRLEI DE DEUS HINTERHOLZ
DARCÍSIO PERONDI,PMDB,RS,Titular,4,518,3215-5518,3215-2518,04,02,dep.darcisioperondi@camara.gov.br,Médico,DARCÍSIO PAULO PERONDI
DAVI ALCOLUMBRE,DEM,AP,Titular,4,231,3215-5231,3215-2231,06,19,dep.davialcolumbre@camara.gov.br,Comerciante,DAVID SAMUEL ALCOLUMBRE TOBELEM
DAVI ALVES SILVA JÚNIOR,PR,MA,Titular,4,813,3215-5813,3215-2813,11,22,,,DAVI ALVES SILVA JÚNIOR
DÉCIO LIMA,PT,SC,Titular,4,218,3215-5218,3215-2218,10,01,dep.deciolima@camara.gov.br,Professor de Ensino Médio e Advogado,DÉCIO NERY DE LIMA
DELEGADO PROTÓGENES,PCdoB,SP,Titular,4,745,3215-5745,3215-2745,05,20,dep.delegadoprotogenes@camara.gov.br,Delegado de Polícia Federal,PROTÓGENES PINHEIRO DE QUEIROZ
DEVANIR RIBEIRO,PT,SP,Titular,4,332,3215-5332,3215-2332,02,02,dep.devanirribeiro@camara.gov.br,Aposentado (exceto Servidor Publico),DEVANIR RIBEIRO
DIEGO ANDRADE,PR,MG,Titular,4,307,3215-5307,3215-2307,08,08,dep.diegoandrade@camara.gov.br,Administrador de Empresas,DIEGO LEONARDO DE ANDRADE CARVALHO
DILCEU SPERAFICO,PP,PR,Titular,4,746,3215-5746,3215-2746,01,26,dep.dilceusperafico@camara.gov.br,"Industrial, Bacharel Em Direito, Filósofo e Agropecuarista",DILCEU JOÃO SPERAFICO
DIMAS FABIANO,PP,MG,Titular,4,325,3215-5325,3215-2325,05,23,dep.dimasfabiano@camara.gov.br,,DIMAS FABIANO TOLEDO JÚNIOR
DIMAS RAMALHO,PPS,SP,Titular,4,658,3215-5658,3215-2658,08,13,dep.dimasramalho@camara.gov.br,Membro do Ministerio Publico,DIMAS EDUARDO RAMALHO
DOMINGOS DUTRA,PT,MA,Titular,4,806,3215-5806,3215-2806,03,20,dep.domingosdutra@camara.gov.br,Advogado,DOMINGOS FRANCISCO DUTRA FILHO
DOMINGOS NETO,PSB,CE,Titular,4,546,3215-5546,3215-2546,04,29,dep.domingosneto@camara.gov.br,,DOMINGOS GOMES DE AGUIAR NETO
DOMINGOS SÁVIO,PSDB,MG,Titular,3,271,3215-5271,3215-2271,03,25,dep.domingossavio@camara.gov.br,Médico Veterinário,DOMINGOS SÁVIO CAMPOS RESENDE
DR. ADILSON SOARES,PR,RJ,Titular,4,926,3215-5926,3215-2926,09,11,dep.dr.adilsonsoares@camara.gov.br,Consultor Econômico,ADILSON SOARES
DR. ALUIZIO,PV,RJ,Titular,3,371,32155371,3215-2371,07,13,dep.dr.aluizio@camara.gov.br,Médico,ALUIZIO DOS SANTOS JUNIOR
DR. CARLOS ALBERTO,PMN,RJ,Titular,4,208,3215-5208,3215-2208,,,,,CARLOS ALBERTO LOPES
DR. GRILO,PSL,MG,Titular,4,645,3215-5645,3215-2645,07,26,dep.dr.grilo@camara.gov.br,Advogado,RODRIGO MOREIRA LADEIRA GRILO
DR. JORGE SILVA,PDT,ES,Titular,3,383,3215-5383,3215-2383,06,03,dep.dr.jorgesilva@camara.gov.br,Médico,JORGE SILVA
DR. PAULO CÉSAR,PR,RJ,Titular,4,904,3215-5904,3215-2904,06,18,dep.dr.paulocesar@camara.gov.br,Médico,PAULO CÉSAR DA GUIA ALMEIDA
DR. ROSINHA,PT,PR,Titular,3,474,3215-5474,3215-2474,11,12,dep.dr.rosinha@camara.gov.br,Médico e Servidor Público,FLORISVALDO FIER
DR. UBIALI,PSB,SP,Titular,4,543,3215-5543,3215-2543,10,07,,,MARCO AURÉLIO UBIALI
DUARTE NOGUEIRA,PSDB,SP,Titular,4,525,3215-5525,3215-2525,05,16,dep.duartenogueira@camara.gov.br,"Agricultor, Pecuarista e Engenheiro Agrônomo",ANTONIO DUARTE NOGUEIRA JÚNIOR
DUDIMAR PAXIUBA,PSDB,PA,Titular,4,527,3215-5527,3215-2527,,,,,JOAO DUDIMAR DE AZEVEDO PAXIUBA
EDINHO ARAÚJO,PMDB,SP,Titular,4,418,3215-5418,3215-2418,07,30,dep.edinhoaraujo@camara.gov.br,"Advogado, Professor",EDSON EDINHO COELHO ARAÚJO
EDINHO BEZ,PMDB,SC,Titular,4,703,3215-5703,3215-2703,03,06,dep.edinhobez@camara.gov.br,Contador e Bancário,EDSON BEZ DE OLIVEIRA
EDIO LOPES,PMDB,RR,Titular,4,350,3215-5350,3215-2350,01,04,dep.ediolopes@camara.gov.br,Servidor Público,ÉDIO VIEIRA LOPES
EDIVALDO HOLANDA JUNIOR,PTC,MA,Titular,3,484,3215-5484,3215-2484,07,01,dep.edivaldoholandajunior@camara.gov.br,"Bacharel Em Direito, Empresário",EDIVALDO DE HOLANDA BRAGA JUNIOR
EDMAR ARRUDA,PSC,PR,Titular,4,962,3215-5962,3215-2962,09,26,dep.edmararruda@camara.gov.br,Economista,EDMAR DE SOUZA ARRUDA
EDSON EZEQUIEL,PMDB,RJ,Titular,4,748,3215-5748,3215-2748,07,13,dep.edsonezequiel@camara.gov.br,Engenheiro e Professor  Universitário,EDSON EZEQUIEL DE MATOS
EDSON PIMENTA,PCdoB,BA,Titular,4,403,3215-5403,3215-2403,12,11,dep.edsonpimenta@camara.gov.br,Agricultor,EDSON SAMPAIO PIMENTA
EDSON SANTOS,PT,RJ,Titular,4,402,3215-5402,3215-2402,07,21,dep.edsonsantos@camara.gov.br,,EDSON SANTOS DE SOUZA
EDSON SILVA,PSB,CE,Titular,4,921,3215-5921,3215-2921,05,09,dep.edsonsilva@camara.gov.br,"Bancário, Jornalista, Radialista",EDSON SILVA
EDUARDO AZEREDO,PSDB,MG,Titular,4,722,3215-5722,3215-2722,09,09,dep.eduardoazeredo@camara.gov.br,"Analista de Sistemas, Engenheiro Mecânico",EDUARDO BRANDÃO DE AZEREDO
EDUARDO BARBOSA,PSDB,MG,Titular,4,540,3215-5540,3215-2540,08,25,dep.eduardobarbosa@camara.gov.br,Médico,EDUARDO LUIZ BARROS BARBOSA
EDUARDO CUNHA,PMDB,RJ,Titular,4,510,3215-5510,3215-2510,09,29,dep.eduardocunha@camara.gov.br,Economista,EDUARDO COSENTINO DA CUNHA
EDUARDO DA FONTE,PP,PE,Titular,4,628,3215-5628,3215-2628,10,17,dep.eduardodafonte@camara.gov.br,Empresário,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA
EDUARDO GOMES,PSDB,TO,Titular,4,950,32155950,3215-2950,04,28,dep.eduardogomes@camara.gov.br,Servidor Publico Estadual,CARLOS EDUARDO TORRES GOMES
EDUARDO SCIARRA,DEM,PR,Titular,4,433,3215-5433,3215-2433,10,05,dep.eduardosciarra@camara.gov.br,Engenheiro,EDUARDO FRANCISCO SCIARRA
EFRAIM FILHO,DEM,PB,Titular,4,744,3215-5744,3215-2744,03,18,dep.efraimfilho@camara.gov.br,Advogado,EFRAIM DE ARAÚJO MORAIS FILHO
ELCIONE BARBALHO,PMDB,PA,Titular,4,919,3215-5919,3215-2919,10,05,dep.elcionebarbalho@camara.gov.br,Pedagoga,ELCIONE THEREZINHA ZAHLUTH BARBALHO
ELEUSES PAIVA,DEM,SP,Titular,4,935,3215-5935,3215-2935,06,13,,,ELEUSES VIEIRA DE PAIVA
ELI CORREA FILHO,DEM,SP,Titular,4,519,3215-5519,3215-2519,01,13,dep.elicorreafilho@camara.gov.br,Radialista,ADRIANO ELI CORRÊA
ELIANE ROLIM,PT,RJ,Titular,4,409,3215-5409,3215-2409,,,,,ELIANE PONTES ROLIM
ELVINO BOHN GASS,PT,RS,Titular,3,473,3215-5473,3215-2473,02,05,dep.elvinobohngass@camara.gov.br,"Agricultor Familiar, Professor de História",ELVINO JOSÉ BOHN GASS
EMILIANO JOSÉ,PT,BA,Titular,3,481,3215-5481,3215-2481,02,05,,,EMILIANO JOSÉ DA SILVA FILHO
ENIO BACCI,PDT,RS,Titular,4,930,3215-5930,3215-2930,09,19,dep.eniobacci@camara.gov.br,Advogado,ENIO EGON BERGMANN BACCI
ERIKA KOKAY,PT,DF,Titular,4,203,3215-5203,3215-2203,08,15,dep.erikakokay@camara.gov.br,Bancário,ÉRIKA JUCÁ KOKAY
ERIVELTON SANTANA,PSC,BA,Titular,4,756,3215-5756,3215-2756,01,29,dep.eriveltonsantana@camara.gov.br,"Assessor Político, Auxiliar de Administração",ERIVELTON LIMA SANTANA
EROS BIONDINI,PTB,MG,Titular,3,475,3215-5475,3215-2475,05,20,dep.erosbiondini@camara.gov.br,"Médico Veterinário, Músico",EROS FERREIRA BIONDINI
